doi,pmid,title,authors,journal,year,pub_date,pub_types,section,subtopic,tags,take,impact,digests,first_seen,source,confidence,verified,oa,has_abstract,url
10.1001/jama.2021.0135,,Effect of a Restrictive vs Liberal Blood Transfusion Strategy on Major Cardiovascular Events Among Patients With Acute Myocardial Infarction and Anemia,"Ducrocq, Gregory; Gonzalez-Juanatey, Jose R.; Puymirat, Etienne; Lemesle, Gilles; Cachanado, Marine; Durand-Zaleski, Isabelle; Arnaiz, Joan Albert; Martínez-Sellés, Manuel; Silvain, Johanne; Ariza-Solé, Albert; Ferrari, Emile; Calvo, Gonzalo; Danchin, Nicolas; Avendaño-Solá, Cristina; Frenkiel, Jerome; Rousseau, Alexandra; Vicaut, Eric; Simon, Tabassome; Steg, Philippe Gabriel; REALITY Investigators",JAMA,2021,,,Cardiac CC,general,,,,2021-02,2021-02-01,archive,0.976,True,True,False,https://jamanetwork.com/journals/jama/article-abstract/2776201
10.1001/jama.2021.11121,,IL-6 Receptor Antagonist Therapy for Patients Hospitalized for COVID-19,"Matthay, Michael A.; Luetkemeyer, Anne F.",JAMA,2021,,,Misc,other,,,,2021-08,2021-08-01,archive,0.928,True,False,False,https://jamanetwork.com/journals/jama/fullarticle/2781881?guestAccessKey=b73279ce-c02a-45cd-b7e7-dfe6587098fa&utm_source=silverchair&utm_medium=email&utm_campaign=article_alert-jama&utm_content=etoc&utm_term=081021
10.1001/jama.2021.13860,,Continuous Infusion of Hypertonic Saline vs Standard Care and 6-Month Neurological Outcomes in Patients With Traumatic Brain Injury,"Chesnut, Randall M.",JAMA,2021,,,Neurocritical Care,TBI,,,,2021-05,2021-05-01,archive,0.956,True,False,False,https://jamanetwork.com/journals/jama/fullarticle/2780326?guestAccessKey=c3880e8f-660b-41fa-88de-c56d1366309a&utm_source=twitter&utm_medium=social_jama&utm_term=4866729891&utm_campaign=article_alert&linkId=119625430
10.1001/jama.2021.15703,,Effect of Moderate vs Mild Therapeutic Hypothermia on Mortality and Neurologic Outcomes in Comatose Survivors of Out-of-Hospital Cardiac Arrest,"Le May, Michel; Osborne, Christina; Russo, Juan; So, Derek; Chong, Aun Yeong; Dick, Alexander; Froeschl, Michael; Glover, Christopher; Hibbert, Benjamin; Marquis, Jean-François; De Roock, Sophie; Labinaz, Marino; Bernick, Jordan; Marshall, Shawn; Maze, Ronnen; Wells, George",JAMA,2021,,,Neurocritical Care,post-arrest,,,,2021-10,2021-10-01,archive,0.974,True,True,False,https://jamanetwork.com/journals/jama/fullarticle/2785263?guestAccessKey=c8cfa2ec-f7ff-4020-81e9-a4c8e1c80003&utm_source=silverchair&utm_medium=email&utm_campaign=article_alert-jama&utm_content=etoc&utm_term=101921
10.1001/jama.2021.17728,,Sedation and Ventilator Liberation Protocol vs Usual Care and Duration of Invasive Ventilation in Pediatric Intensive Care Units,"Nosaka, Nobuyuki; Masuda, Takahiro",JAMA,2021,,,Respiratory/ARDS,PARDS,,,,2021-07,2021-07-01,archive,0.974,True,False,False,https://jamanetwork.com/journals/jama/fullarticle/2782645?guestAccessKey=7d4cb9a7-69a8-4d38-8825-01f09108e506&utm_source=silverchair&utm_medium=email&utm_campaign=article_alert-jama&utm_content=etoc&utm_term=080321
10.1001/jama.2021.18542,,Slower vs Faster Intravenous Fluid Bolus Rates and Mortality in Critically Ill Patients,"Chapalain, Xavier; Huet, Olivier",JAMA,2021,,,Misc,other,,,,2024-12,2024-12-01,archive,1.0,True,False,False,https://www.sciencedirect.com/science/article/pii/S0883944124004726?via%3Dihub
10.1001/jama.2021.23262,,Multisystem Inflammatory Syndrome in Children by COVID-19 Vaccination Status of Adolescents in France,"Levy, Michael; Recher, Morgan; Hubert, Hervé; Javouhey, Etienne; Fléchelles, Olivier; Leteurtre, Stéphane; Angoulvant, François",JAMA,2022,,,Misc,other,,,,2022-01,2022-01-01,archive,1.0,True,True,False,https://jamanetwork.com/journals/jama/fullarticle/2787495
10.1001/jama.2021.2384,,Ventilator Weaning and Discontinuation Practices for Critically Ill Patients,"Burns, Karen E. A.; Rizvi, Leena; Cook, Deborah J.; Lebovic, Gerald; Dodek, Peter; Villar, Jesús; Slutsky, Arthur S.; Jones, Andrew; Kapadia, Farhad N.; Gattas, David J.; Epstein, Scott K.; Pelosi, Paolo; Kefala, Kallirroi; Meade, Maureen O.; Canadian Critical Care Trials Group",JAMA,2021,,,Respiratory/ARDS,weaning-extubation,,,,2021-03,2021-03-01,archive,1.0,True,True,False,https://jamanetwork.com/journals/jama/article-abstract/2777716
10.1001/jama.2021.24282,,A National Strategy for the “New Normal” of Life With COVID,"Emanuel, Ezekiel J.; Osterholm, Michael; Gounder, Celine R.",JAMA,2022,,,Misc,other,,,,2021-12,2021-12-01,archive,1.0,True,False,False,https://jamanetwork.com/journals/jama/fullarticle/2787944
10.1001/jama.2021.24525,,Dexamethasone and Number of Days Alive Without Life Support in Adults With COVID-19 and Severe Hypoxemia,"Zhao, Binghao; Ma, Wenbin",JAMA,2022,,,Respiratory/ARDS,general,,,,2021-10,2021-10-01,archive,0.947,True,False,False,https://jamanetwork.com/journals/jama/fullarticle/2785529
10.1001/jama.2021.2747,,Association of Convalescent Plasma Treatment With Clinical Outcomes in Patients With COVID-19,"Janiaud, Perrine; Axfors, Cathrine; Schmitt, Andreas M.; Gloy, Viktoria; Ebrahimi, Fahim; Hepprich, Matthias; Smith, Emily R.; Haber, Noah A.; Khanna, Nina; Moher, David; Goodman, Steven N.; Ioannidis, John P. A.; Hemkens, Lars G.",JAMA,2021,,,Misc,transfusion,,,,2021-02,2021-02-01,archive,0.946,True,True,False,https://jamanetwork.com/journals/jama/fullarticle/2777060?utm_source=twitter&utm_campaign=content-shareicons&utm_content=article_engagement&utm_medium=social&utm_term=022621#.YDkefnzTyMQ.twitter
10.1001/jama.2021.5199,,"Excess Deaths From COVID-19 and Other Causes in the US, March 1, 2020, to January 2, 2021","Woolf, Steven H.; Chapman, Derek A.; Sabo, Roy T.; Zimmerman, Emily B.",JAMA,2021,,,Misc,other,,,,2021-04,2021-04-01,archive,1.0,True,True,False,https://jamanetwork.com/journals/jama/fullarticle/2778361
10.1001/jama.2021.8526,,Intubation Practices and Adverse Peri-intubation Events in Critically Ill Patients,"Bloomstone, Joshua A.; Eckhardt, William F.",JAMA,2021,,,Misc,other,,,,2021-03,2021-03-01,archive,1.0,True,False,False,https://jamanetwork.com/journals/jama/fullarticle/2777715
10.1001/jama.2022.0204,,Clinical Characteristics and Outcomes of Patients With COVID-19–Associated Acute Respiratory Distress Syndrome Who Underwent Lung Transplant,"Kurihara, Chitaru; Manerikar, Adwaiy; Querrey, Melissa; Felicelli, Christopher; Yeldandi, Anjana; Garza-Castillon, Rafael; Lung, Kalvin; Kim, Samuel; Ho, Bing; Tomic, Rade; Arunachalam, Ambalavanan; Budinger, G. R. Scott; Pesce, Lorenzo; Bharat, Ankit",JAMA,2022,,,Respiratory/ARDS,general,,,,2022-01,2022-01-01,archive,1.0,True,True,False,https://jamanetwork.com/journals/jama/fullarticle/2788640
10.1001/jama.2022.0799,,Effect of Sublingual Dexmedetomidine vs Placebo on Acute Agitation Associated With Bipolar Disorder,"Preskorn, Sheldon H.; Zeller, Scott; Citrome, Leslie; Finman, Jeffrey; Goldberg, Joseph F.; Fava, Maurizio; Kakar, Rishi; De Vivo, Michael; Yocca, Frank D.; Risinger, Robert",JAMA,2022,,,Misc,sedation-delirium,,,,2022-02,2022-02-01,archive,0.952,True,True,False,https://jamanetwork.com/journals/jama/article-abstract/2789315?guestAccessKey=f21e0c87-47f2-4986-98c2-5bc027cfbb7f&utm_source=silverchair&utm_medium=email&utm_campaign=article_alert-jama&utm_content=etoc&utm_term=022222
10.1001/jama.2022.10461,,Effect of 4% Albumin Solution vs Ringer Acetate on Major Adverse Events in Patients Undergoing Cardiac Surgery With Cardiopulmonary Bypass,"Pesonen, Eero; Vlasov, Hanna; Suojaranta, Raili; Hiippala, Seppo; Schramko, Alexey; Wilkman, Erika; Eränen, Tiina; Arvonen, Kaapo; Mazanikov, Maxim; Salminen, Ulla-Stina; Meinberg, Mihkel; Vähäsilta, Tommi; Petäjä, Liisa; Raivio, Peter; Juvonen, Tatu; Pettilä, Ville",JAMA,2022,,,Cardiac CC,CHD-postop,,,,2022-08,2022-08-01,archive,0.974,True,True,False,https://jamanetwork.com/journals/jama/article-abstract/2794363
10.1001/jama.2022.11165,,High-Flow Nasal Cannula Therapy vs Continuous Positive Airway Pressure After Extubation and Liberation From Respiratory Support in Critically Ill Children,"Shen, Yanfei; Cai, Guolong; Yan, Jing",JAMA,2022,,,Respiratory/ARDS,PARDS,,,,2022-03,2022-03-01,archive,0.934,True,False,False,https://jamanetwork.com/journals/jama/fullarticle/2791014?utm_source=twitter&utm_campaign=content-shareicons&utm_content=article_engagement&utm_medium=social&utm_term=040722#.Yk9CCpDDz18.twitter
10.1001/jama.2022.11691,,Association Between BNT162b2 Vaccination and Long COVID After Infections Not Requiring Hospitalization in Health Care Workers,"Azzolini, Elena; Levi, Riccardo; Sarti, Riccardo; Pozzi, Chiara; Mollura, Maximiliano; Mantovani, Alberto; Rescigno, Maria",JAMA,2022,,,Misc,other,,,,2022-09,2022-09-01,archive,1.0,True,True,False,https://jamanetwork.com/journals/jama/fullarticle/2794072
10.1001/jama.2022.16197,,Five-Year Outcomes in Patients With Fully Magnetically Levitated vs Axial-Flow Left Ventricular Assist Devices in the MOMENTUM 3 Randomized Trial,"Mehra, Mandeep R.; Goldstein, Daniel J.; Cleveland, Joseph C.; Cowger, Jennifer A.; Hall, Shelley; Salerno, Christopher T.; Naka, Yoshifumi; Horstmanshof, Douglas; Chuang, Joyce; Wang, AiJia; Uriel, Nir",JAMA,2022,,,Cardiac CC,HF-VAD,,,,2022-09,2022-09-01,archive,1.0,True,True,False,https://jamanetwork.com/journals/jama/fullarticle/2796306
10.1001/jama.2022.17499,,Fluid Bolus Administration and Cardiovascular Collapse in Critically Ill Patients Undergoing Tracheal Intubation,"Pal, Nirvik; Kertai, Miklos D.; Butterworth, John",JAMA,2022,,,Misc,other,,,,2022-06,2022-06-01,archive,0.913,True,False,False,https://jamanetwork.com/journals/jama/fullarticle/2793545
10.1001/jama.2022.1751,,Predictive Accuracy of a Perioperative Laboratory Test–Based Prediction Model for Moderate to Severe Acute Kidney Injury After Cardiac Surgery,"Demirjian, Sevag; Bashour, C. Allen; Shaw, Andrew; Schold, Jesse D.; Simon, James; Anthony, David; Soltesz, Edward; Gadegbeku, Crystal A.",JAMA,2022,,,Renal,AKI,,,,2022-03,2022-03-01,archive,1.0,True,True,False,https://jamanetwork.com/journals/jama/fullarticle/2789659
10.1001/jama.2022.17701,,Effect of Lower vs Higher Oxygen Saturation Targets on Survival to Hospital Discharge Among Patients Resuscitated After Out-of-Hospital Cardiac Arrest,"Bernard, Stephen A.; Bray, Janet E.; Smith, Karen; Stephenson, Michael; Finn, Judith; Grantham, Hugh; Hein, Cindy; Masters, Stacey; Stub, Dion; Perkins, Gavin D.; Dodge, Natasha; Martin, Catherine; Hopkins, Sarah; Cameron, Peter; EXACT Investigators; Ben-Eli, Danny; Blecher, Gabriel E; Dilley, Stuart J; Graudins, Andis; Haji, Darsim L; Jordan, Peter A; Kelly, Anne-Maree; Klim, Sharon L; Knott, Jonathan C; Mee, Michaela; Lukins, Jane L; Marson, Rebecca F; Papadopoulos, Peter; Ritchie, Peter D; Stella, Julian B; Taylor, David McD; Mazur, Stefan M; Haustead, Daniel J; Arstall, Margaret A; Parsch, Cathrin S; Larsen, Richard E; Cotton, Chris R T; Schar, Joseph D; Beer, Jeremy S; Busija, Lucy",JAMA,2022,,,Cardiac CC,arrest-CPR,,,,2022-10,2022-10-01,archive,0.976,True,True,False,https://jamanetwork.com/journals/jama/fullarticle/2798013
10.1001/jama.2022.21805,,Effect of Early High-Flow Nasal Oxygen vs Standard Oxygen Therapy on Length of Hospital Stay in Hospitalized Children With Acute Hypoxemic Respiratory Failure,"Franklin, Donna; Babl, Franz E.; George, Shane; Oakley, Ed; Borland, Meredith L.; Neutze, Jocelyn; Acworth, Jason; Craig, Simon; Jones, Mark; Gannon, Brenda; Shellshear, Deborah; McCay, Hamish; Wallace, Alexandra; Hoeppner, Tobias; Wildman, Mark; Mattes, Joerg; Pham, Trang M. T.; Miller, Letitia; Williams, Amanda; O’Brien, Sharon; Lawrence, Shirley; Bonisch, Megan; Gibbons, Kristen; Moloney, Susan; Waugh, John; Hobbins, Sue; Grew, Simon; Fahy, Rose; Dalziel, Stuart R.; Schibler, Andreas",JAMA,2023,,,Respiratory/ARDS,PARDS,,,,2023-01,2023-01-01,archive,0.972,True,True,False,https://jamanetwork.com/journals/jama/fullarticle/2800430
10.1001/jama.2022.24707,,Extracorporeal Membrane Oxygenation and New Mental Health Diagnoses in Adult Survivors of Critical Illness,"Li, Jian; Li, Yongnan",JAMA,2023,,,ECMO,general,,,,2022-10,2022-10-01,archive,0.981,True,False,False,https://jamanetwork.com/journals/jama/fullarticle/2798012
10.1001/jama.2022.2923,,Minimally Invasive Surfactant Therapy vs Sham Treatment and Death or Bronchopulmonary Dysplasia in Preterm Infants With Respiratory Distress Syndrome,"Razak, Abdul",JAMA,2022,,,Misc,other,,,,2021-12,2021-12-01,archive,0.954,True,False,False,https://jamanetwork.com/journals/jama/fullarticle/2787253
10.1001/jama.2022.4296,,"Testing, Surveillance, and Mitigation Strategies for COVID-19","Chen, Judy; Al-Azzawi, Zaid A. M.; Taifour, Tarek",JAMA,2022,,,Misc,other,,,,2021-12,2021-12-01,archive,0.92,True,False,False,https://jamanetwork.com/journals/jama/fullarticle/2787945
10.1001/jama.2022.4637,,Selecting Intermediate Respiratory Support Following Extubation in the Pediatric Intensive Care Unit,"Horvat, Christopher M.; Curley, Martha A. Q.; Girard, Timothy D.",JAMA,2022,,,Respiratory/ARDS,weaning-extubation,,,,2022-04,2022-04-01,archive,1.0,True,True,False,https://jamanetwork.com/journals/jama/fullarticle/2791015?guestAccessKey=6b3f93f1-04a4-49d9-8fa9-2731ce73fa40
10.1001/jama.2022.5040,,Moderate Hypothermia vs Normothermia and 30-Day Mortality in Patients With Cardiogenic Shock Receiving Venoarterial ECMO,"Uemura, Tatsuki",JAMA,2022,,,ECMO,epidemiology,,,,2022-01,2022-01-01,archive,0.961,True,False,False,https://jamanetwork.com/journals/jama/article-abstract/2788527?utm_campaign=articlePDF&utm_medium=articlePDFlink&utm_source=articlePDF&utm_content=jama.2021.24776
10.1001/jama.2022.5074,,"Pushed to Their Limits, 1 in 5 Physicians Intends to Leave Practice","Abbasi, Jennifer",JAMA,2022,,,Misc,other,,,,2022-03,2022-03-01,archive,1.0,True,False,False,https://jamanetwork.com/journals/jama/fullarticle/2790791?utm_source=twitter&utm_campaign=content-shareicons&utm_content=article_engagement&utm_medium=social&utm_term=040322#.YkmtvNLgsXc.twitter
10.1001/jama.2022.9376,,Effect of Nitric Oxide via Cardiopulmonary Bypass on Ventilator-Free Days in Young Children Undergoing Congenital Heart Disease Surgery,"Schlapbach, Luregn J.; Gibbons, Kristen S.; Horton, Stephen B.; Johnson, Kerry; Long, Debbie A.; Buckley, David H. F.; Erickson, Simon; Festa, Marino; d’Udekem, Yves; Alphonso, Nelson; Winlaw, David S.; Delzoppo, Carmel; van Loon, Kim; Jones, Mark; Young, Paul J.; Butt, Warwick; Schibler, Andreas; NITRIC Study Group, the Australian and New Zealand Intensive Care Society Clinical Trials Group (ANZICS CTG), and the ANZICS Paediatric Study Group (PSG); Millar, Johnny; Masterson, Kate; Beca, John; Evans, Taryn; Coetzer, Shelley; Sherring, Claire; Darvas, Jennifer; O'Shaughnessy, Killian; Goh, Chong Tien; Harper, Gail; Barr, Sam; Kelly, Rae; Thomson, Hannah; Holmes, Kelly; Slade, Nigel; Andrews, David; Zazulak, Carla; Anderson, Benjamin; Blumenthal, Antje; Fooken, Jonas; Ergetu, Endrias; Gannon, Brenda; Le Marsney, Renate; Pham, Trang; Hennink, Annelies; Koomen, Erik; van Belle-van Haaren, Nicole J.C.W.; van Wijk, Bram",JAMA,2022,,,Cardiac CC,CHD-postop,,,,2022-07,2022-07-01,archive,0.969,True,True,False,https://jamanetwork.com/journals/jama/fullarticle/2793781
10.1001/jama.2022.9470,,Point-of-Care Cardiopulmonary Resuscitation Training and Survival With Favorable Neurologic Outcome in Cardiac Arrest in Pediatric ICUs,"Liu, Yakun; Tu, Wenjun; Chen, Yajun",JAMA,2022,,,Cardiac CC,arrest-CPR,,,,2022-03,2022-03-01,archive,1.0,True,False,False,https://jamanetwork.com/journals/jama/fullarticle/2789660?guestAccessKey=f7ed0400-6159-40bf-8a79-9c00e5e8b5fd&utm_source=silverchair&utm_medium=email&utm_campaign=article_alert-jama&utm_content=etoc&utm_term=030822
10.1001/jama.2023.14445,,Intracerebral Hemorrhage Among Blood Donors and Their Transfusion Recipients,"Zhao, Jingcheng; Rostgaard, Klaus; Lauwers, Elsa; Dahlén, Torsten; Ostrowski, Sisse Rye; Erikstrup, Christian; Pedersen, Ole Birger; de Strooper, Bart; Lemmens, Robin; Hjalgrim, Henrik; Edgren, Gustaf",JAMA,2023,,,Misc,transfusion,,,,2023-09,2023-09-01,archive,1.0,True,True,False,https://jamanetwork.com/journals/jama/fullarticle/2809417?guestAccessKey=a67a8ff9-0a10-4afd-a642-e2d10431de86&utm_source=silverchair&utm_medium=email&utm_campaign=article_alert-jama&utm_content=etoc&utm_term=091223&utm_adv=null
10.1001/jama.2023.18591,,Acute Kidney Injury With Empirical Antibiotics for Sepsis,"Tong, Steven Y. C.; Venkatesh, Balasubramanian; McCreary, Erin K.",JAMA,2023,,,Renal,AKI,,,,2023-10,2023-10-01,archive,1.0,True,False,False,https://jamanetwork.com/journals/jama/fullarticle/2810593
10.1001/jama.2023.19268,,"Pediatric Hospitalization Trends at Children’s and General Hospitals, 2000-2019","Steiner, Michael J.; Hall, Matt; Sutton, Ashley G.; Stephens, John R.; Leyenaar, JoAnna K.; Chase, Lindsay; McDaniel, Corrie E.",JAMA,2023,,,Misc,other,,,,2023-10,2023-10-01,archive,1.0,True,True,False,https://jamanetwork.com/journals/jama/article-abstract/2811508
10.1001/jama.2023.21019,,Early and Empirical High-Dose Cryoprecipitate for Hemorrhage After Traumatic Injury,"Davenport, Ross; Curry, Nicola; Fox, Erin E.; Thomas, Helen; Lucas, Joanne; Evans, Amy; Shanmugaranjan, Shaminie; Sharma, Rupa; Deary, Alison; Edwards, Antoinette; Green, Laura; Wade, Charles E.; Benger, Jonathan R.; Cotton, Bryan A.; Stanworth, Simon J.; Brohi, Karim; CRYOSTAT-2 Principal Investigators; Howes, Nathan; Cracolici, Gioacchino; Aylwin, Christopher; Frith, Daniel; Moss, Phil; Jarman, Heather; Davenport, Ross; Cantle, Fleur; Keep, Jeff; Thornley, Jonathan; Downes, Alice; Harrison, Michael; Proctor, Richard; Shelton, Jonathan; Sattout, Abdo; Challen, Kirsty; Horner, Daniel; Carley, Simon; Darwent, Melanie; Kellet, Suzanne; Waller, Bentley; Kong, Robert; Kendall, Jason; Carlton, Edd; Kehoe, Tony; Smith, Jason; Leech, Caroline; Mahmood, Ansar; Hall, Richard; Brooks, Adam; Townend, William; Squires, Justin; Alikhan, Raza; Akhtar, Adeel; Cotton, Cryan",JAMA,2023,,,Misc,other,,,,2023-10,2023-10-01,archive,0.956,True,True,False,https://jamanetwork.com/journals/jama/fullarticle/2810756
10.1001/jama.2023.21739,,Sigh Ventilation in Patients With Trauma,"Albert, Richard K.; Jurkovich, Gregory J.; Connett, John; Helgeson, Erika S.; Keniston, Angela; Voelker, Helen; Lindberg, Sarah; Proper, Jennifer L.; Bochicchio, Grant; Stein, Deborah M.; Cain, Christian; Tesoriero, Ron; Brown, Carlos V. R.; Davis, James; Napolitano, Lena; Carver, Thomas; Cipolle, Mark; Cardenas, Luis; Minei, Joseph; Nirula, Raminder; Doucet, Jay; Miller, Preston R.; Johnson, Jeffrey; Inaba, Kenji; Kao, Lillian",JAMA,2023,,,Respiratory/ARDS,general,,,,2023-10,2023-10-01,archive,0.904,True,True,False,https://jamanetwork.com/journals/jama/fullarticle/2811211
10.1001/jama.2023.22295,,Measuring the Impact of AI in the Diagnosis of Hospitalized Patients,"Jabbour, Sarah; Fouhey, David; Shepard, Stephanie; Valley, Thomas S.; Kazerooni, Ella A.; Banovic, Nikola; Wiens, Jenna; Sjoding, Michael W.",JAMA,2023,,,Misc,other,,,,2023-12,2023-12-01,archive,0.92,True,True,False,https://jamanetwork.com/journals/jama/fullarticle/2812908
10.1001/jama.2023.23147,,Changes in Hospital Adverse Events and Patient Outcomes Associated With Private Equity Acquisition,"Kannan, Sneha; Bruch, Joseph Dov; Song, Zirui",JAMA,2023,,,Misc,other,,,,2023-12,2023-12-01,archive,1.0,True,True,False,https://jamanetwork.com/journals/jama/fullarticle/2813379?guestAccessKey=160722c5-3ed7-4eea-b0b8-e9c669dd2df5&utm_source=twitter&utm_medium=social_jama&utm_term=12174444242&utm_campaign=video_shorts&linkId=257464267
10.1001/jama.2023.23823,,Partial Heart Transplant in a Neonate With Irreparable Truncal Valve Dysfunction,"Turek, Joseph W.; Kang, Lillian; Overbey, Douglas M.; Carboni, Michael P.; Rajab, Taufiek K.",JAMA,2024,,,Misc,other,,,,2024-01,2024-01-01,archive,1.0,True,True,False,https://jamanetwork.com/journals/jama/fullarticle/2813552?guestAccessKey=653ca30c-cd01-4a98-8fc6-1222b4c1dfc4&utm_source=twitter&utm_medium=social_jama&utm_term=12221208229&utm_campaign=article_alert&linkId=258937708
10.1001/jama.2023.24475,,The Unsuccessful Effort to Revise the Uniform Determination of Death Act,"Truog, Robert D.; Magnus, David C.",JAMA,2023,,,Misc,other,,,,2023-12,2023-12-01,archive,1.0,True,False,False,https://jamanetwork.com/journals/jama/fullarticle/2812876
10.1001/jama.2023.27900,,Cefepime vs Piperacillin-Tazobactam for Acute Infection in Hospitalized Adults,"Dequidt, Tanguy; Markowicz, Samuel; Coussement, Julien",JAMA,2024,,,Misc,other,,,,2023-10,2023-10-01,archive,0.901,True,False,False,https://jamanetwork.com/journals/jama/fullarticle/2810592
